,moyenne,minimum,maximum,count,somme
"(45.1847683929066, 5.70445905321634)",3083.136573528323,12,7148,31243.0,96326222
"(45.1836684700558, 5.70440015781289)",3055.728644649215,14,7095,31243.0,95469937
"(45.1836649286623, 5.70453774773405)",3043.880870848488,14,7081,31243.0,95099778
"(45.1839348954333, 5.70455154832061)",3050.315568001684,14,7094,31243.0,95300812
"(45.1844943570746, 5.7045800279157)",3064.4284796551788,14,7121,31243.0,95741731
"(45.1849082291676, 5.70446498088767)",3087.039419117968,11,7155,31243.0,96448156
"(45.1844986164515, 5.70444524207499)",3075.9905866371446,14,7135,31243.0,96102965
"(45.184070103804, 5.70456000877495)",3053.492970871114,14,7101,31243.0,95400081
"(45.1834047625244, 5.70384772252194)",3096.2677210345396,23,7135,31243.0,96736501
"(45.1846564422139, 5.70445324031316)",3080.1488291721216,12,7142,31243.0,96232878
"(45.1835310729826, 5.70453170856553)",3040.717358312142,14,7075,31243.0,95000943
"(45.1850120039231, 5.70460625257051)",3078.424340642798,12,7147,31243.0,96178994
"(45.1850973207218, 5.71069186659972)",2615.4623993110768,79,6572,31243.0,81714726
"(45.1886391819398, 5.72485950629346)",2171.588259560884,7,5581,31243.0,67846905
"(45.1888614681704, 5.7249899744139)",2182.1241462899884,7,5588,31243.0,68176075
"(45.188936683179, 5.7251485499789)",2184.149106887929,13,5581,31243.0,68239342
"(45.1890774418032, 5.72499661115087)",2194.35593417678,6,5604,31243.0,68558228
"(45.1886848203171, 5.72466811372458)",2177.109897200185,11,5600,31243.0,68019413
"(45.1885922180525, 5.72452381509761)",2174.315559939701,12,5604,31243.0,67932109
"(45.188801263531, 5.74416325656321)",2691.072853773189,4,5536,31243.0,84077403
"(45.1886415156572, 5.74465638253789)",2719.497173783088,3,5570,31243.0,84965470
"(45.1882522808532, 5.74743352778409)",2920.6436387594026,2,5874,31243.0,91249906
"(45.1887881016073, 5.74420289912745)",2693.300760621844,4,5538,31243.0,84147010
"(45.1883496850201, 5.74578352316342)",2791.8919656711964,1,5699,31243.0,87227311
"(45.1883568853156, 5.74727522555685)",2912.144641787841,2,5853,31243.0,90984369
"(45.1884872125608, 5.74531524129169)",2761.9241860835446,2,5645,31243.0,86291023
"(45.18864370211, 5.74472012418383)",2724.328588003256,2,5577,31243.0,85116418
"(45.1884503212576, 5.74558282023246)",2780.848500703933,1,5674,31243.0,86882277
"(45.1887092069704, 5.74441203572203)",2704.7225871306987,2,5552,31243.0,84503865
"(45.1883425126633, 5.74623662251707)",2827.3281511685486,1,5746,31243.0,88334445
"(45.1884232686126, 5.74564238118644)",2784.234385099426,2,5681,31243.0,86988063
"(45.1887456776517, 5.74432657408737)",2700.236823254633,2,5547,31243.0,84363715
"(45.1887292734541, 5.74436875412182)",2702.5198760944168,1,5549,31243.0,84435045
"(45.1883310463766, 5.74583237705043)",2794.879816262391,2,5705,31243.0,87320661
"(45.1883370624588, 5.74695758469102)",2885.2027486629686,3,5821,31243.0,90142623
"(45.1883457259954, 5.74621043735973)",2825.3910812089293,1,5743,31243.0,88273925
"(45.1883560269716, 5.74584896892398)",2797.311835733725,3,5705,31243.0,87396644
"(45.1883760588845, 5.74655917305532)",2854.6436778614056,3,5778,31243.0,89187864
"(45.1883773610655, 5.74671640354649)",2867.392057741627,2,5794,31243.0,89586162
"(45.1883664407406, 5.74677650357216)",2871.7724176192787,1,5801,31243.0,89723018
"(45.1883410909696, 5.74619835578741)",2824.224833444205,1,5742,31243.0,88237488
"(45.1885829986028, 5.74490108049281)",2734.981562284192,2,5598,31243.0,85449251
"(45.18835836067, 5.74735011026438)",2918.3941314662975,2,5861,31243.0,91179622
"(45.1883787355251, 5.74572179874498)",2788.386088588349,1,5691,31243.0,87117776
"(45.188380298404, 5.74659833819483)",2857.9890672867787,4,5782,31243.0,89292384
"(45.1886664349385, 5.74446656899365)",2706.6761980854803,2,5554,31243.0,84564903
"(45.1885486325667, 5.74506730362715)",2745.9000604740954,2,5617,31243.0,85790379
"(45.1885036592842, 5.74529089888842)",2760.8234430056586,1,5642,31243.0,86256632
"(45.1884657333193, 5.74552681598091)",2777.222361313717,3,5667,31243.0,86768985
"(45.1883764390423, 5.74573734713736)",2789.498366443327,1,5693,31243.0,87152527
"(45.1843581723853, 5.73867446054345)",2178.973740162586,2,5169,31243.0,68077959
"(45.1839406944279, 5.73883428658977)",2174.4532047405505,18,5208,31243.0,67936735
"(45.1842981029833, 5.73868726110929)",2177.75898821157,3,5174,31243.0,68040008
"(45.1843917305366, 5.73872480960745)",2182.4854158307503,4,5173,31243.0,68187674
"(45.1842659742068, 5.73867734828485)",2176.2928148196406,3,5175,31243.0,67994201
"(45.1842396158924, 5.73871031549791)",2177.1204588685405,2,5179,31243.0,68020060
"(45.185122590533, 5.73396378812964)",2033.4440117805768,12,4674,31243.0,63531100
"(45.1849973269958, 5.73322808516361)",2012.5903137714365,12,4651,31243.0,62879560
"(45.185502222291, 5.7332464335446)",2033.0163241176688,10,4692,31243.0,63517717
"(45.1856912979173, 5.7341495737634)",2060.649092059474,7,4659,31243.0,64381056
"(45.1849541903211, 5.73312047693508)",2008.808717032486,12,4655,31243.0,62761411
"(45.1851222652484, 5.7327081251324)",2007.6734164461416,12,4699,31243.0,62725930
"(45.1857734593694, 5.73392937569689)",2058.89142970145,10,4667,31243.0,64326136
"(45.1853345470981, 5.73365767661941)",2034.803551717031,12,4649,31243.0,63573566
"(45.1849131879596, 5.73301594762375)",2005.2239966822617,12,4659,31243.0,62649413
"(45.1855590786178, 5.73381015297107)",2047.2816632925744,13,4657,31243.0,63963416
"(45.1857312695033, 5.73381896836579)",2054.617272170635,10,4671,31243.0,64192598
"(45.185735250958, 5.73426003326888)",2065.1719171185705,7,4668,31243.0,64522363
"(45.1847891193952, 5.73311793668253)",2002.5234306545037,13,4642,31243.0,62565044
"(45.1861659019572, 5.7349265686429)",2100.946767056339,13,4708,31243.0,65640074
"(45.1854141136583, 5.73302775928394)",2025.179914980962,10,4701,31243.0,63272883
"(45.1858199864192, 5.73447696027359)",2074.1822647709296,13,4684,31243.0,64803874
"(45.1853713050314, 5.73291785204611)",2021.3952465188056,10,4705,31243.0,63154638
"(45.1860409191929, 5.73503082011184)",2098.5188073975446,9,4725,31243.0,65564222
"(45.1858174088353, 5.73404520865568)",2063.4334874715073,10,4662,31243.0,64468044
"(45.1853744270756, 5.73375960764384)",2038.6618086194278,12,4645,31243.0,63694110
"(45.1860383994118, 5.73460024160792)",2086.6394299154317,11,4684,31243.0,65193069
"(45.1858677049123, 5.73459384151509)",2079.2256887859,11,4692,31243.0,64961446
"(45.1851233184639, 5.7335427527601)",2023.9856154270765,12,4639,31243.0,63235585
"(45.1852886796921, 5.73312531457686)",2021.9875276231653,12,4683,31243.0,63173148
"(45.1859508318715, 5.73480569667118)",2088.4125603240664,11,4708,31243.0,65248472
"(45.1893157636194, 5.73703873334567)",2324.285538816721,6,4962,31243.0,72617783
"(45.1889235288571, 5.73738007475437)",2315.374166273595,8,4961,31243.0,72339380
"(45.1892528006692, 5.73730151345176)",2330.339835407373,3,4979,31243.0,72806942
"(45.1891433837008, 5.73717223111889)",2319.5624208583636,6,4960,31243.0,72470225
"(45.1892438496863, 5.73736981934679)",2332.3910469846883,1,4984,31243.0,72871029
"(45.1892145010959, 5.73727157263522)",2327.1180007566218,1,4973,31243.0,72706283
"(45.1892934590515, 5.73740474748461)",2336.4420998580367,5,4990,31243.0,72997595
"(45.18934335409, 5.73717128489687)",2330.5935237870076,3,4975,31243.0,72814864
"(45.1893861482211, 5.73709115358805)",2330.1002958053236,3,4971,31243.0,72799452
"(45.1768577497229, 5.71514759229628)",2171.706702770705,12,5686,31243.0,67850731
"(45.1757167712308, 5.71476199776555)",2192.3820650777857,12,5667,31243.0,68496708
"(45.1770887557859, 5.71522325340264)",2168.420165641945,13,5690,31243.0,67748046
"(45.174745643426, 5.71438644928888)",2217.7409093539095,10,5658,31243.0,69289006
"(45.1773964924115, 5.7153241200604)",2164.4454549032466,11,5696,31243.0,67623859
"(45.1753858167391, 5.71465253464924)",2199.436015765403,10,5662,31243.0,68717099
"(45.177202530489, 5.71526444240943)",2166.6865871603895,10,5692,31243.0,67693882
"(45.174838550832, 5.71440198041677)",2216.255981969312,8,5661,31243.0,69242611
"(45.1749322891035, 5.71443272893889)",2213.9478871372135,9,5663,31243.0,69170498
"(45.1750232158508, 5.71446132071925)",2211.8221688065883,8,5664,31243.0,69104083
"(45.1751225771288, 5.71449638313273)",2209.333842289442,10,5665,31243.0,69026339
"(45.1752118824777, 5.7145329928165)",2206.854215737228,9,5666,31243.0,68948867
"(45.1754343429025, 5.71456781752047)",2204.031681538075,10,5673,31243.0,68860679
"(45.1781583533408, 5.71558532017645)",2155.9731289978645,13,5711,31243.0,67359145
"(45.1782712006029, 5.71562507326621)",2154.901561146355,12,5713,31243.0,67325664
"(45.1783812363592, 5.71566266948487)",2153.9805223836297,12,5716,31243.0,67296886
"(45.188733175594, 5.72437161544617)",2184.721251026785,6,5627,31243.0,68257208
"(45.1890008091996, 5.72407441425944)",2205.0747235232275,13,5671,31243.0,68893100
"(45.1888584066878, 5.72423216879307)",2194.179414892112,6,5648,31243.0,68552704
"(45.1890716618778, 5.72423624508238)",2206.2108057838564,7,5664,31243.0,68928596
"(45.1892004235061, 5.72485913517975)",2203.479137970824,6,5625,31243.0,68843259
"(45.1892537125997, 5.72456269312181)",2211.188467973756,10,5652,31243.0,69084115
"(45.1893398811787, 5.72469841068521)",2214.0496992562116,6,5648,31243.0,69173509
"(45.1892300465184, 5.72445073092622)",2211.6510840854867,7,5659,31243.0,69098567
"(45.18917531913, 5.72448622759479)",2207.8991756568307,7,5652,31243.0,68981348
"(45.18910362335, 5.72435985824925)",2205.893693151665,9,5657,31243.0,68918690
"(45.1891420894789, 5.72428721988748)",2209.3547305592524,9,5665,31243.0,69026821
"(45.1889302983401, 5.72497939472088)",2186.189144565637,7,5594,31243.0,68303076
"(45.1890086262794, 5.72498138956768)",2190.629490922331,7,5600,31243.0,68441804
"(45.1890916790065, 5.72491347072028)",2196.3905609205544,7,5612,31243.0,68621794
"(45.1891341103409, 5.7249830302816)",2197.8135897959946,6,5610,31243.0,68666254
"(45.1891406195909, 5.72486384466363)",2199.944444722603,6,5620,31243.0,68732826
"(45.1891806250695, 5.7249324229225)",2201.2449169418246,7,5618,31243.0,68773457
"(45.1892105104058, 5.72475719932074)",2205.6088015957134,11,5634,31243.0,68909794
"(45.189227005397, 5.72465580675524)",2208.148033193426,6,5643,31243.0,68989125
"(45.1892801691784, 5.72468604499729)",2210.7619834611933,6,5645,31243.0,69070792
"(45.1889275619052, 5.72424497730858)",2197.856601085368,7,5652,31243.0,68667589
"(45.188376925821, 5.74674560218022)",2869.7357160689353,1,5797,31243.0,89659385
"(45.1885053585246, 5.74526265873387)",2758.745061050928,2,5639,31243.0,86191697
"(45.1883613594869, 5.74685623982053)",2878.023087067406,1,5810,31243.0,89918308
"(45.1886978847617, 5.74447134837803)",2708.5306881545107,1,5556,31243.0,84622842
"(45.1883567342196, 5.74724056655438)",2909.2835880226958,3,5850,31243.0,90894981
"(45.1884012820639, 5.74604987042461)",2815.1832506718797,6,5724,31243.0,87955000
"(45.188378188842, 5.74666331516686)",2863.136453382335,3,5789,31243.0,89453204
"(45.1884897099942, 5.74528418603512)",2759.660675574221,1,5641,31243.0,86220304
"(45.1887257543557, 5.74439648805644)",2704.3800302123054,1,5552,31243.0,84493162
"(45.1883511389683, 5.74715278829883)",2901.8128303590133,1,5841,31243.0,90661572
"(45.1884300026644, 5.74586101940056)",2801.6214026876587,4,5704,31243.0,87531286
"(45.1883668862703, 5.74635895889734)",2838.1776622605917,3,5758,31243.0,88673416
"(45.1885271094532, 5.74515270121778)",2751.372140800955,3,5626,31243.0,85961344
"(45.1883688792705, 5.74676104625481)",2870.6294126291937,1,5799,31243.0,89687307
"(45.1883811670172, 5.74651105836255)",2851.004502508551,3,5773,31243.0,89074165
"(45.1883546848274, 5.74626214058826)",2829.909088696677,1,5748,31243.0,88415081
"(45.1885583876426, 5.74502519249888)",2743.1736697039873,2,5612,31243.0,85705198
"(45.1883529890419, 5.74580790099497)",2793.9531320797364,2,5701,31243.0,87291708
"(45.1883523882365, 5.74736726648177)",2919.549520901352,2,5863,31243.0,91215720
"(45.1883797410328, 5.74677481033929)",2872.2295862061837,1,5800,31243.0,89737301
"(45.1883510537324, 5.74623971148226)",2827.9557221924165,1,5746,31243.0,88354052
"(45.1884824644655, 5.7454340529363)",2770.8346163673905,3,5657,31243.0,86569412
"(45.1884716185238, 5.74549469364346)",2775.0103855280054,2,5664,31243.0,86699876
"(45.188329864999, 5.74587854672074)",2798.45001965166,4,5709,31243.0,87432205
"(45.1884902133512, 5.7453410285102)",2764.0400521573124,2,5647,31243.0,86357129
"(45.1883465190645, 5.74708172097863)",2895.776889161576,1,5834,31243.0,90472991
"(45.1883722868478, 5.74684487011288)",2877.5865825054625,1,5808,31243.0,89904670
"(45.1884080735349, 5.74588966087763)",2802.8655655804764,4,5707,31243.0,87570158
"(45.1883586123794, 5.74689954688011)",2881.4244191756748,3,5814,31243.0,90024576
"(45.1884728363932, 5.74547248866347)",2773.3506565683183,2,5662,31243.0,86648021
"(45.1883738560628, 5.74575570315858)",2790.8134416343837,2,5695,31243.0,87193614
"(45.1849969052664, 5.7336469981766)",2021.3824440432509,12,4651,31243.0,63154259
"(45.1852486726273, 5.73386133202158)",2035.9736280570662,12,4657,31243.0,63610128
"(45.1853327481831, 5.73323524441142)",2025.9087402087669,13,4679,31243.0,63295659
"(45.1860786075441, 5.73470262666767)",2091.0756467386454,10,4691,31243.0,65331670
"(45.1851650370859, 5.73365203612179)",2027.9896942804041,12,4642,31243.0,63360685
"(45.1848726322783, 5.7329084521252)",2001.6566587087239,12,4664,31243.0,62537958
"(45.1853766834613, 5.73334603253882)",2029.9103223614595,12,4674,31243.0,63420681
"(45.1855853055674, 5.73345801535014)",2040.738916233704,12,4684,31243.0,63758995
"(45.1850383246735, 5.73375141238612)",2025.300329694545,12,4659,31243.0,63276666
"(45.185686908079, 5.73370829438133)",2050.305217072895,11,4675,31243.0,64057876
"(45.1860854054415, 5.73513810318113)",2103.49620474991,7,4733,31243.0,65719731
"(45.1854572697874, 5.73313501287764)",2028.9904475210606,10,4696,31243.0,63391936
"(45.1859925687365, 5.73449025739414)",2081.823383046387,11,4675,31243.0,65042601
"(45.1857751111016, 5.73436262643843)",2069.392467362914,10,4675,31243.0,64654226
"(45.1848722675385, 5.73333285570201)",2009.9601606507692,12,4633,31243.0,62797391
"(45.1861220625504, 5.73481563052803)",2095.998530991694,10,4700,31243.0,65485476
"(45.185603976952, 5.7339230992849)",2051.69998190741,13,4653,31243.0,64101458
"(45.1850802728643, 5.73385714371629)",2029.324896109758,12,4666,31243.0,63402406
"(45.1849547720942, 5.73354081068569)",2017.4641430630436,12,4643,31243.0,63031839
"(45.1850378147625, 5.73291210612803)",2008.0577145488387,12,4677,31243.0,62737942
"(45.1854185789336, 5.73345080606095)",2033.7615048351079,12,4670,31243.0,63541004
"(45.1852890212929, 5.73270784654363)",2014.3049273209751,11,4713,31243.0,62933114
"(45.1852043898197, 5.73291155015324)",2014.5840497548845,12,4691,31243.0,62941840
"(45.1855441159639, 5.73335250595682)",2036.8678898044607,11,4688,31243.0,63638052
"(45.1859472542146, 5.73437369460797)",2076.9322190154094,9,4667,31243.0,64889786
"(45.1847467358736, 5.73300766061668)",1998.8004098825406,13,4646,31243.0,62448725
"(45.1852916013173, 5.73355217963467)",2030.8059352978662,12,4652,31243.0,63448668
"(45.1853279322793, 5.73280690609324)",2017.6284063658193,11,4709,31243.0,63036950
"(45.1859023989232, 5.73426175574511)",2072.241963551199,9,4658,31243.0,64743248
"(45.1859099663311, 5.73470424115166)",2083.940238085457,9,4701,31243.0,65108743
"(45.1850397640806, 5.7333337426778)",2016.3605489322351,12,4647,31243.0,62997354
"(45.1784848863307, 5.7156979393695)",2153.180531493701,12,5718,31243.0,67271890
"(45.1786454611316, 5.71574703869723)",2152.3333988895824,14,5722,31243.0,67245420
"(45.1787676014556, 5.71578723301616)",2151.6209289208928,14,5725,31243.0,67223158
"(45.1789059677279, 5.71583730371023)",2150.6667483499564,11,5727,31243.0,67193344
"(45.1790039946635, 5.71586826011095)",2150.283042973613,11,5730,31243.0,67181354
"(45.1791530837343, 5.71591883958848)",2149.609382415044,16,5733,31243.0,67160304
"(45.1792943333319, 5.71596803575533)",2149.005621163287,16,5736,31243.0,67141438
"(45.1756044353465, 5.7147286626485)",2194.5042818059956,12,5665,31243.0,68563014
"(45.1764047918735, 5.71499333887569)",2179.2203252280283,12,5678,31243.0,68085486
"(45.1767470305523, 5.7151134981324)",2173.2487827319633,12,5684,31243.0,67898912
"(45.1759654943143, 5.7148495701637)",2187.1368696087316,13,5671,31243.0,68332829
"(45.1758337171963, 5.7148066595703)",2189.685605227423,13,5669,31243.0,68412461
"(45.1775087726922, 5.71536061132862)",2163.125604009059,13,5699,31243.0,67582621
"(45.1769732193465, 5.7151865736778)",2169.965667212795,13,5688,31243.0,67796334
"(45.1760808986432, 5.71488369448136)",2185.172804204132,13,5673,31243.0,68271464
"(45.1766413960028, 5.71507278218218)",2175.2351627073735,12,5682,31243.0,67960974
"(45.1761934605944, 5.71492026608073)",2183.1307994393865,12,5675,31243.0,68207664
"(45.1765348805785, 5.7150343209255)",2177.1432197898416,12,5681,31243.0,68020589
"(45.1772970693877, 5.71529413944227)",2165.5390850159188,10,5694,31243.0,67658029
"(45.1754994271725, 5.71469029648063)",2196.9428334016975,12,5664,31243.0,68639203
"(45.1762975536616, 5.71496273418093)",2180.8187094750297,12,5676,31243.0,68135426
"(45.1733863343875, 5.70772473110011)",2680.8316438898732,6,6282,31243.0,83757272
"(45.1733997621104, 5.70724756586406)",2718.3388153375067,10,6332,31243.0,84929102
"(45.1734732945124, 5.70730654192578)",2712.899111216289,9,6329,31243.0,84759149
"(45.173411902718, 5.70763428669439)",2687.6483264046533,7,6293,31243.0,83970244
"(45.1734197342605, 5.7074049283252)",2705.643018524566,7,6317,31243.0,84532449
"(45.189004666626, 5.72424691296846)",2202.1976277637245,7,5658,31243.0,68803214
"(45.188753116936, 5.72429382943402)",2187.186119102786,8,5635,31243.0,68334216
"(45.1887930816148, 5.72436413667933)",2188.2050873081594,6,5632,31243.0,68366052
"(45.1888396577894, 5.72431093434468)",2191.7417530559815,7,5640,31243.0,68476546
"(45.1887991431767, 5.72423800321552)",2190.7474635465346,6,5643,31243.0,68445481
"(45.1887073490927, 5.72457047270128)",2179.9460619048136,11,5609,31243.0,68108021
"(45.1887227441277, 5.72446383324743)",2182.5729638393927,10,5619,31243.0,68190091
"(45.1887011262263, 5.72478059070374)",2176.2484026108345,7,5592,31243.0,67992499
