,moyenne,minimum,maximum,count,somme
"(45.1930824631831, 5.7085450893755)",3145.1598498448698,9,7275,31243.0,98263901
"(45.1923537973686, 5.70759383698363)",3170.368050160474,11,7311,31243.0,99051486
"(45.1928767243841, 5.70828062884173)",3151.468387314582,7,7284,31243.0,98461000
"(45.1924696103306, 5.70775209360296)",3165.5135184230076,9,7304,31243.0,98899815
"(45.1922468081474, 5.70741291424723)",3177.502714695371,8,7320,31243.0,99274395
"(45.1926268818662, 5.70795885391993)",3159.718530059787,9,7296,31243.0,98718761
"(45.1917369064523, 5.7105909634667)",2929.0838497067434,3,7004,31243.0,91513070
"(45.1917019163494, 5.71032761487914)",2944.1778745430915,7,7025,31243.0,91984651
"(45.1914954149335, 5.71008235127995)",2948.7130565817065,4,7032,31243.0,92126345
"(45.1919139169846, 5.71016979379873)",2966.625409865252,6,7053,31243.0,92685975
"(45.1618751464249, 5.72594958539153)",2275.598353668019,5,5882,31243.0,71096907
"(45.1615424663577, 5.72608067982769)",2297.33917256666,11,5921,31243.0,71776157
"(45.1617087783235, 5.72693342262024)",2277.3383465437823,9,5956,31243.0,71151279
"(45.1629549869136, 5.7270148771657)",2192.6463773994487,14,5845,31243.0,68505248
"(45.1618844992547, 5.72611002496007)",2273.045223570737,3,5890,31243.0,71017141
"(45.1628770399206, 5.72728807797536)",2195.6542535821386,3,5869,31243.0,68599226
"(45.1616641101579, 5.7268560218938)",2281.108686279846,9,5955,31243.0,71269075
"(45.1615977595004, 5.72648753543906)",2289.107996068961,10,5940,31243.0,71518994
"(45.1613453253536, 5.72618113118035)",2310.269776320842,9,5945,31243.0,72180149
"(45.1629294137767, 5.72651963473472)",2198.794860081483,9,5817,31243.0,68697340
"(45.1619939690408, 5.72567336982445)",2270.9736579444952,14,5855,31243.0,70952415
"(45.1618738026403, 5.7261569277035)",2273.250535086863,3,5894,31243.0,71023556
"(45.1627111292004, 5.72628811885096)",2215.4152909513055,6,5824,31243.0,69216610
"(45.162770351493, 5.72629162265708)",2211.5144812567883,6,5818,31243.0,69094737
"(45.1628877179132, 5.72724273608368)",2195.275944521814,4,5865,31243.0,68587406
"(45.1615198829655, 5.72624643849803)",2297.096765541836,10,5933,31243.0,71768585
"(45.1617059144555, 5.72591571456768)",2287.7951684807745,8,5896,31243.0,71477972
"(45.1616800447102, 5.72652847498686)",2282.89933109359,5,5934,31243.0,71325017
"(45.161498806963, 5.72588748126808)",2302.7380340904488,22,5914,31243.0,71944832
"(45.1629734339802, 5.72659741218081)",2195.189068045951,9,5818,31243.0,68584685
"(45.1628535750926, 5.72634121683888)",2205.572657044507,4,5814,31243.0,68909097
"(45.1614784315844, 5.72616104991644)",2300.981370745239,10,5932,31243.0,71889951
"(45.1617852683708, 5.72592035212102)",2282.19798088351,5,5889,31243.0,71303099
"(45.1629206693733, 5.72742527675204)",2191.9439360216006,11,5874,31243.0,68483306
"(45.161343885026, 5.72609275244253)",2311.360029154074,9,5940,31243.0,72214211
"(45.1616439487, 5.72707179095872)",2280.86885335131,16,5970,31243.0,71261584
"(45.1620055831155, 5.72609302918827)",2264.8977432855213,6,5878,31243.0,70762589
"(45.1617641197962, 5.72634153232966)",2278.8776888393186,4,5915,31243.0,71199367
"(45.1619054051417, 5.72590854152232)",2274.014299948224,5,5877,31243.0,71047416
"(45.1618368718013, 5.72592280695978)",2278.581172266157,5,5884,31243.0,71190099
"(45.1882195239626, 5.7474134156084)",2917.548395481681,4,5873,31243.0,91153202
"(45.1882693561527, 5.74741285915027)",2919.677964963014,2,5871,31243.0,91219735
"(45.188255594007, 5.74735671133812)",2914.4235666186373,4,5866,31243.0,91055572
"(45.1882362938289, 5.74731721878157)",2910.3150521085204,4,5862,31243.0,90927210
"(45.1882991342677, 5.7473675650631)",2917.2258893918947,4,5865,31243.0,91143124
"(45.1882768401852, 5.74731507326495)",2911.909710874012,4,5861,31243.0,90977031
"(45.1883373027212, 5.74732673868207)",2915.530725203366,2,5859,31243.0,91090161
"(45.1883242894826, 5.74708979828888)",2895.454559833002,2,5835,31243.0,90462921
"(45.1883372477429, 5.74726012060632)",2910.0299153029187,2,5853,31243.0,90918299
"(45.1883403613972, 5.74721644400922)",2906.5709383267963,3,5848,31243.0,90810230
"(45.1883061673532, 5.74719493612041)",2903.289028318477,4,5847,31243.0,90707694
"(45.1882973255692, 5.74715010176302)",2899.2134571405622,3,5843,31243.0,90580361
"(45.1883269307387, 5.74715619652552)",2901.0208587757984,2,5842,31243.0,90636829
"(45.1882906331263, 5.74746357428716)",2924.816278521206,4,5876,31243.0,91380271
"(45.1883484724918, 5.74746401145451)",2927.3917130833893,3,5873,31243.0,91460734
"(45.1883128235483, 5.74743425278147)",2923.3557462953795,3,5872,31243.0,91334639
"(45.1883374027211, 5.74741504123346)",2922.842210817113,2,5869,31243.0,91318594
"(45.188313487175, 5.74749271919046)",2928.2407712935983,4,5878,31243.0,91487262
"(45.1883511558955, 5.74751687235422)",2931.90219239688,2,5879,31243.0,91601655
"(45.1883633500647, 5.74749136582406)",2930.3190330070597,3,5876,31243.0,91552192
"(45.1882020131134, 5.7474715944369)",2921.623082327956,5,5880,31243.0,91280508
"(45.1941913612027, 5.73324725385149)",2550.0315501766177,6,5461,31243.0,79670604
"(45.1938831155077, 5.73329050783343)",2527.5932523289966,7,5430,31243.0,78969571
"(45.1939655823882, 5.7333528990453)",2534.856830318626,10,5434,31243.0,79196506
"(45.1937712525531, 5.73418285610914)",2536.5001963352647,1,5365,31243.0,79247863
"(45.1937832703849, 5.7341752796192)",2537.229201656035,1,5367,31243.0,79270639
"(45.1938942702168, 5.73399297643057)",2541.692676690174,6,5388,31243.0,79410087
"(45.193850911958, 5.7341461642818)",2541.6433664961155,5,5375,31243.0,79408549
"(45.1940711219865, 5.73426923817935)",2560.771943677319,10,5388,31243.0,80006180
"(45.1938754890033, 5.73423058725195)",2545.2755898898304,8,5372,31243.0,79522031
"(45.1940270552728, 5.73418163146254)",2555.571389638034,10,5389,31243.0,79843699
"(45.1939394126209, 5.73391325434886)",2543.445863461077,4,5397,31243.0,79464860
"(45.1938011179075, 5.73413149233044)",2537.6284549590164,2,5371,31243.0,79283112
"(45.1939050372312, 5.7341561534249)",2545.89289442212,6,5379,31243.0,79541316
"(45.193780898777, 5.73414546723499)",2536.4214139953356,2,5368,31243.0,79245401
"(45.1939558830969, 5.73398451653282)",2546.12443289457,6,5394,31243.0,79548547
"(45.1939303481936, 5.73405103401206)",2545.5806226005666,7,5388,31243.0,79531558
"(45.1938380227778, 5.73403023385787)",2538.258512706698,7,5381,31243.0,79302795
"(45.172461338191, 5.71345780121272)",2298.6439356051314,2,5690,31243.0,71816680
"(45.1722068946704, 5.71108815941207)",2452.564025288318,7,5941,31243.0,76625572
"(45.1723631731307, 5.71257760187927)",2353.6564091407035,7,5783,31243.0,73535422
"(45.1721977798517, 5.71167813986848)",2413.74966484602,7,5882,31243.0,75412904
"(45.1720994981385, 5.71011801577577)",2520.9233403068106,8,6044,31243.0,78761309
"(45.1719534833374, 5.70944506033426)",2571.384276756729,8,6119,31243.0,80337852
"(45.1719868532962, 5.70914680691058)",2592.497702139593,7,6147,31243.0,80997494
"(45.1722611446774, 5.71225438997256)",2375.6757614136727,7,5821,31243.0,74223369
"(45.1722295750458, 5.71134559229646)",2435.032015343525,7,5914,31243.0,76077823
"(45.1916848704522, 5.71052228566402)",2930.5501237582052,6,7006,31243.0,91558881
"(45.1917401121171, 5.71053862050604)",2932.643030754314,5,7009,31243.0,91624269
"(45.1910942788952, 5.70979645761282)",2945.788391570866,4,7031,31243.0,92034974
"(45.191904244282, 5.71034389136084)",2954.670749512565,4,7037,31243.0,92312477
"(45.1914902075207, 5.71057572206406)",2916.091927131658,2,6988,31243.0,91107167
"(45.1914719653262, 5.71037895462554)",2927.855436391574,12,7005,31243.0,91474693
"(45.1917813450232, 5.71046324427058)",2939.8694576281537,9,7018,31243.0,91850043
"(45.1919731681103, 5.71021170228988)",2967.278566080224,8,7053,31243.0,92706381
"(45.1915746451751, 5.71042325589248)",2930.7321204489813,3,7008,31243.0,91564568
"(45.1916092334325, 5.710431811854)",2932.1280962345695,3,7009,31243.0,91608182
"(45.1916508443054, 5.71044223774607)",2933.8061217193194,4,7011,31243.0,91660608
"(45.191550876257, 5.71046287652574)",2926.815893534611,3,7003,31243.0,91442214
"(45.1915833106955, 5.71047056179192)",2928.14702153593,3,7004,31243.0,91483802
"(45.1916216635845, 5.71048083351846)",2929.6433088512445,4,7006,31243.0,91530550
"(45.191633450791, 5.71009300793684)",2955.7519784415867,4,7041,31243.0,92346260
"(45.1915914402179, 5.71009344442212)",2953.357821870341,4,7038,31243.0,92271460
"(45.1913743945923, 5.71010135695463)",2940.715744784411,4,7023,31243.0,91876487
"(45.1910979470096, 5.70975727406325)",2948.640304872673,4,7035,31243.0,92124076
"(45.1916442997323, 5.71036902543729)",2938.208018901001,7,7017,31243.0,91798136
"(45.1919100750879, 5.71025655222914)",2960.7122548769426,6,7045,31243.0,92501231
"(45.1919272133023, 5.71031359340782)",2957.9677300354997,4,7041,31243.0,92415484
"(45.1915126174755, 5.71056683334321)",2917.9232308384176,1,6991,31243.0,91164382
"(45.1915370013348, 5.71065182133473)",2913.8186202092343,1,6985,31243.0,91036142
"(45.1914533463556, 5.71007752502064)",2946.690087905278,4,7030,31243.0,92063142
"(45.1619484032708, 5.72607097688673)",2269.0885748065602,6,5882,31243.0,70893523
"(45.1618548348413, 5.72611684398422)",2275.0208309968407,3,5894,31243.0,71078865
"(45.1630143630491, 5.72752926696692)",2185.294346725554,8,5872,31243.0,68275554
"(45.1628704365506, 5.72640227836795)",2203.822614161241,7,5816,31243.0,68854421
"(45.1629595146557, 5.72643106355476)",2197.7804852118315,10,5809,31243.0,68665647
"(45.1618444930493, 5.72614477022035)",2275.421327959866,3,5896,31243.0,71091378
"(45.1628143424989, 5.72633091370261)",2208.223589114122,4,5817,31243.0,68991920
"(45.1617812057851, 5.72630965180879)",2278.020546983282,4,5912,31243.0,71172587
"(45.1619161818136, 5.72613528986282)",2270.564565069295,4,5889,31243.0,70939638
"(45.1629105865255, 5.72727718813977)",2193.559452840602,3,5865,31243.0,68533778
"(45.1692058709758, 5.7329400541943)",1933.9489531754446,18,5708,31243.0,60422822
"(45.1693514669783, 5.73381575626666)",1951.02939688635,5,5763,31243.0,60956477
"(45.1692087599, 5.73322037780007)",1940.19230755246,1,5729,31243.0,60617887
"(45.1692092958073, 5.7335551773831)",1948.3629207289896,14,5755,31243.0,60873166
"(45.1692816805235, 5.73373772602717)",1950.9758960039196,5,5763,31243.0,60954805
"(45.169172815667, 5.73322108477298)",1941.2766372099993,2,5732,31243.0,60651765
"(45.1692311282963, 5.73310427159478)",1936.8489913292497,13,5719,31243.0,60513430
"(45.1693152756464, 5.73377762245878)",1951.0584021809955,5,5763,31243.0,60957383
"(45.1691933035078, 5.7332284288082)",1940.8389405164714,1,5731,31243.0,60638090
"(45.1692405039652, 5.73338968491086)",1943.3073065065998,18,5740,31243.0,60715211
"(45.1692453137159, 5.73368481038193)",1950.6490192956946,7,5762,31243.0,60944592
"(45.1720060502056, 5.74088148668664)",2214.1251884434805,1,6142,31243.0,69176404
"(45.1719681599085, 5.74086911268793)",2214.088500272403,2,6144,31243.0,69175258
"(45.1719931702924, 5.74087386170939)",2213.8943181904974,1,6142,31243.0,69169191
"(45.172036136934, 5.74086290357294)",2212.3631696116036,2,6138,31243.0,69121353
"(45.1720115030466, 5.74085726101374)",2212.484567506024,2,6140,31243.0,69125146
"(45.1851696990299, 5.70461336765959)",3082.9357487717575,14,7155,31243.0,96319941
"(45.183532136759, 5.70439355934971)",3052.556649139153,15,7088,31243.0,95370837
"(45.1842041600738, 5.70456720567148)",3056.8093476652225,14,7107,31243.0,95503692
"(45.1847654619393, 5.70459675027733)",3071.394426732209,14,7134,31243.0,95959363
"(45.1834035699041, 5.70406020603338)",3077.7938113443975,23,7114,31243.0,96159322
"(45.1882461895439, 5.74750760559496)",2926.5332667597318,3,5882,31243.0,91433916
"(45.1882079376018, 5.7475174575199)",2925.6919294061026,3,5884,31243.0,91407631
"(45.1882310357685, 5.74758810260444)",2932.5844917501217,4,5891,31243.0,91622975
"(45.1882741285661, 5.74758315771048)",2934.048883084138,4,5889,31243.0,91668726
"(45.1883378316928, 5.7462964061146)",2831.882443082759,2,5752,31243.0,88476735
"(45.1883268901994, 5.74626342009529)",2828.7594330621564,2,5749,31243.0,88379163
"(45.1882974945221, 5.74753928401)",2931.4098174363426,3,5883,31243.0,91586273
"(45.1883301428505, 5.74753909715375)",2932.8243977252055,3,5882,31243.0,91630468
"(45.1883648408688, 5.74753959296977)",2934.394214191528,2,5881,31243.0,91679513
"(45.1886142523459, 5.74463390563024)",2716.534632950856,3,5569,31243.0,84872912
"(45.1886271665555, 5.74468127235012)",2720.6589553105027,3,5573,31243.0,85001768
"(45.1885822128572, 5.74466041896974)",2716.9824795368772,4,5573,31243.0,84886905
"(45.1886133155343, 5.74470748860154)",2721.9498224896047,3,5577,31243.0,85042099
"(45.188569705092, 5.74469955522566)",2719.299848578865,3,5578,31243.0,84959307
"(45.1885420727089, 5.74471459275898)",2719.1177990779493,3,5580,31243.0,84953620
"(45.1885703210328, 5.74474282647254)",2722.5491811270235,3,5582,31243.0,85060826
"(45.1885953233874, 5.74476856726556)",2725.648518250964,3,5584,31243.0,85157658
"(45.1885546791732, 5.74477480033707)",2724.196125708357,3,5586,31243.0,85112282
"(45.1885758760738, 5.74482139528626)",2728.6712217302506,3,5590,31243.0,85252097
"(45.1885373024268, 5.74481019712653)",2726.022501250445,4,5590,31243.0,85169344
"(45.1885600103942, 5.744862707969)",2731.0205951000753,3,5595,31243.0,85325499
"(45.1722134470154, 5.71180198346774)",2405.4399098693016,7,5868,31243.0,75153284
"(45.172289737582, 5.71190931836226)",2397.1861695739367,7,5854,31243.0,74895413
"(45.1719710546596, 5.70900121015531)",2603.4637384240195,7,6163,31243.0,81340104
"(45.1720254015007, 5.70942249803656)",2571.768916118291,8,6118,31243.0,80349868
"(45.172367765039, 5.7131964368327)",2315.797856182486,7,5721,31243.0,72352617
"(45.1721887807363, 5.71094939762731)",2462.205124040436,7,5956,31243.0,76926787
"(45.1720742154953, 5.71054794442469)",2491.522554458613,8,6001,31243.0,77842747
"(45.1720000162037, 5.70984663473406)",2541.806409952895,7,6076,31243.0,79413756
"(45.1719700615772, 5.70957555343548)",2561.6925478152375,7,6105,31243.0,80035055
"(45.1721217202437, 5.7109660257293)",2462.2542506192135,7,5957,31243.0,76928323
"(45.1723463280622, 5.7124266865394)",2363.3562178245843,7,5799,31243.0,73838471
"(45.1720844312505, 5.70997565596185)",2531.2044250575723,8,6059,31243.0,79082519
"(45.1721054947679, 5.71082008419478)",2472.399434244253,7,5973,31243.0,77245287
"(45.1722779779453, 5.71178998738598)",2405.091128709471,7,5867,31243.0,75142386
"(45.1722458192543, 5.71149730332723)",2424.7430517084026,7,5898,31243.0,75756367
"(45.1723147834721, 5.71274852351035)",2343.931787799195,7,5769,31243.0,73231599
"(45.1722980947682, 5.7125910170622)",2353.9508398086223,7,5785,31243.0,73544622
"(45.1723819685391, 5.71333567986487)",2307.2387209403805,9,5706,31243.0,72085206
"(45.1721819436077, 5.71151956135002)",2424.395287987459,7,5898,31243.0,75745503
"(45.1722831151399, 5.71243524127531)",2363.918263814557,7,5801,31243.0,73856032
"(45.1724126196755, 5.71302699763769)",2325.2362697409285,7,5736,31243.0,72647498
"(45.1722634994162, 5.71166227956174)",2413.6401718699267,7,5880,31243.0,75409482
"(45.1720904353459, 5.71069075388219)",2481.45863899676,7,5986,31243.0,77528322
"(45.1916614732709, 5.71057226411962)",2925.9902934612633,4,7000,31243.0,91416419
"(45.1910709155511, 5.71013653669442)",2921.7082503334022,7,6999,31243.0,91282641
"(45.1915008459887, 5.71055354329329)",2918.1186002878676,1,6991,31243.0,91170486
"(45.1915469429801, 5.71065296320065)",2914.3108951433956,1,6985,31243.0,91051522
"(45.1915620932282, 5.71056455089394)",2920.8606179693065,3,6994,31243.0,91256154
"(45.1918145700508, 5.71002205862884)",2970.7123287595027,19,7059,31243.0,92813663
"(45.191545841955, 5.71009004972821)",2951.0251174423956,5,7035,31243.0,92198580
"(45.1916153477609, 5.71029325500293)",2941.527295510276,8,7022,31243.0,91901840
"(45.1916735239446, 5.71025024675324)",2947.6409916749653,8,7030,31243.0,92092849
"(45.1910776510495, 5.71004977807021)",2927.8604048446464,5,7008,31243.0,91474852
"(45.1917025608744, 5.71058180922505)",2927.712872649847,3,7002,31243.0,91470237
"(45.1914053785029, 5.7100723568052)",2944.363367764887,4,7027,31243.0,91990449
"(45.1915811602171, 5.7105851430388)",2920.610453706013,3,6994,31243.0,91248338
"(45.1919572105628, 5.71012630275638)",2971.9707339064967,6,7060,31243.0,92852978
"(45.1910913153544, 5.70984045728899)",2942.658462819527,4,7027,31243.0,91937186
"(45.1810282845553, 5.71359143738549)",2312.861096429419,27,6061,31243.0,72260691
"(45.1810052836305, 5.71383370761166)",2297.94686466996,16,6037,31243.0,71794730
"(45.1810149547644, 5.71398600843552)",2289.189794669462,16,6023,31243.0,71521135
"(45.1887596318809, 5.72737396002903)",2153.0819963173367,56,5396,31243.0,67268754
"(45.1917569060996, 5.73305841524972)",2372.8068659851415,10,5252,31243.0,74133625
"(45.1917506988458, 5.73315231847805)",2373.9792475360355,10,5245,31243.0,74170255
"(45.1936892967288, 5.72011400814698)",2600.5171796053583,7,6349,31243.0,81247745
"(45.1936581391819, 5.7199825227137)",2602.2840207234462,1,6357,31243.0,81302945
"(45.1936484511407, 5.71995731234388)",2602.375855623311,3,6358,31243.0,81305814
"(45.1936764141551, 5.71995165339586)",2604.5124798194925,3,6361,31243.0,81372568
"(45.1936242518814, 5.71992797655007)",2601.5778858015915,4,6359,31243.0,81280883
"(45.1936718710662, 5.72022503642165)",2596.0054507459313,4,6339,31243.0,81106787
"(45.1936449824704, 5.71998928047246)",2601.1594706826963,1,6355,31243.0,81267811
"(45.1935917487139, 5.72002250979167)",2596.4232299701325,6,6349,31243.0,81119838
"(45.1936745066661, 5.72018096207533)",2597.4898697737667,4,6343,31243.0,81153164
"(45.1838004256066, 5.70454432756424)",3047.111759032699,14,7088,31243.0,95200718
"(45.1843231938049, 5.70385943707794)",3120.980441302761,9,7182,31243.0,97508583
"(45.1843210801064, 5.70411628800319)",3098.7690507746192,9,7157,31243.0,96814634
"(45.1843167804455, 5.70434021865344)",3079.46410581748,9,7135,31243.0,96211491
"(45.1844055461276, 5.70434510780011)",3081.7027086035487,9,7139,31243.0,96281430
"(45.1844064590267, 5.70411822396922)",3101.1498919031887,9,7162,31243.0,96889017
"(45.1844115650659, 5.70386011744075)",3123.5422525885137,9,7187,31243.0,97588620
"(45.1837999137956, 5.70440167135246)",3059.267343747246,14,7102,31243.0,95580494
"(45.1839369512281, 5.70441080006754)",3062.365977662159,14,7108,31243.0,95677302
"(45.1840721105715, 5.70441984015387)",3065.4847109650673,14,7114,31243.0,95774738
"(45.1842091479939, 5.70442896895577)",3068.7093888464965,15,7121,31243.0,95875484
"(45.1850147832183, 5.70446966590978)",3090.0443152375615,11,7160,31243.0,96542036
"(45.1851761102728, 5.70448525926086)",3093.9471073900586,14,7168,31243.0,96663968
"(45.1862898523373, 5.70467117874635)",3116.746364617993,15,7212,31243.0,97376266
"(45.1861534112165, 5.70466287807284)",3112.5138201710856,13,7205,31243.0,97244031
"(45.1860155700898, 5.70465822705469)",3107.9875763024224,13,7197,31243.0,97102620
"(45.18587252336, 5.70465147239388)",3103.5138526649043,13,7190,31243.0,96962850
"(45.185722914848, 5.70464440792233)",3098.91152041582,12,7182,31243.0,96819062
"(45.1856114084605, 5.70463728479764)",3095.681612959735,12,7177,31243.0,96718152
"(45.1854696740715, 5.70463059220505)",3091.4391086378687,13,7170,31243.0,96585606
"(45.1854725662815, 5.70450811104815)",3101.8327888574727,13,7182,31243.0,96910335
"(45.1885629068787, 5.74491426937672)",2735.023697814122,2,5600,31243.0,85450568
"(45.1885460616252, 5.7449274863983)",2735.2260317352307,2,5602,31243.0,85456890
"(45.1885379325318, 5.74488736118064)",2731.8310920574145,3,5598,31243.0,85350822
"(45.188519954076, 5.74491337953425)",2732.9473887695654,2,5602,31243.0,85385699
"(45.1884944761759, 5.74490748371683)",2731.313657818786,2,5602,31243.0,85334657
"(45.1885017234234, 5.74488095108018)",2729.6615202137323,3,5599,31243.0,85283039
"(45.1884849203428, 5.74492689354349)",2732.329843650236,2,5605,31243.0,85366406
"(45.1885158408771, 5.74494707454432)",2735.2877147961076,3,5605,31243.0,85458818
"(45.1885493217674, 5.74496387219081)",2738.1200555388587,2,5606,31243.0,85547308
"(45.1884654733064, 5.74504867433642)",2740.618874310776,3,5618,31243.0,85625381
"(45.1884762463074, 5.74501296116064)",2738.4110316361844,2,5614,31243.0,85556401
"(45.1884953859753, 5.74497297418228)",2736.2851348692507,3,5609,31243.0,85489981
"(45.1885038928934, 5.7450318165989)",2741.1240447606356,3,5615,31243.0,85641163
"(45.1882955913849, 5.74679923145034)",2870.4645497152583,2,5806,31243.0,89682158
"(45.1884579369725, 5.74500405309079)",2736.891924749639,2,5614,31243.0,85508940
"(45.1883470264665, 5.74625571853882)",2829.051835229966,1,5748,31243.0,88388298
"(45.1887291942549, 5.74433589335172)",2700.1204617792146,1,5546,31243.0,84360080
"(45.1883994691027, 5.74568937818808)",2786.8005045670457,2,5687,31243.0,87068237
"(45.1882941976348, 5.74700724942574)",2887.365596597443,2,5828,31243.0,90210198
"(45.1886468508376, 5.74448100700235)",2706.801071715122,2,5554,31243.0,84568805
"(45.1887125418545, 5.74436542236901)",2701.4747956661445,1,5548,31243.0,84402394
"(45.1883708825384, 5.7466911255486)",2865.053643201178,2,5792,31243.0,89513103
"(45.1886119799993, 5.74480052802942)",2728.821143585413,3,5586,31243.0,85256780
"(45.1883738628459, 5.74639240187413)",2841.1680311104647,3,5761,31243.0,88766844
"(45.1738090343638, 5.70773094481558)",2676.2722019297216,7,6299,31243.0,83614815
"(45.1738074838899, 5.70780794697011)",2670.2738645946724,8,6290,31243.0,83427410
"(45.1740088884728, 5.70691529417188)",2739.5323159128875,4,6391,31243.0,85591237
"(45.1739437206935, 5.70691125904621)",2740.3671603086955,6,6389,31243.0,85617321
"(45.1738673629302, 5.7074695917021)",2696.347942993265,13,6328,31243.0,84242037
"(45.1738300304762, 5.70766396830408)",2681.344609447701,7,6306,31243.0,83773291
"(45.1739744089617, 5.70696505277675)",2735.781230178429,6,6385,31243.0,85474043
"(45.1740036298905, 5.70687139239014)",2743.12414352992,4,6395,31243.0,85703456
"(45.1739032247858, 5.70735750700133)",2704.935082931237,13,6341,31243.0,84510323
"(45.1738137887782, 5.70790645774868)",2662.5356759772426,10,6281,31243.0,83185647
"(45.1740271796881, 5.70700655454788)",2732.0290708724096,7,6382,31243.0,85356814
"(45.1738364669442, 5.70758792224265)",2687.2699721935346,8,6314,31243.0,83958416
"(45.1695465899782, 5.7087488731918)",2675.116585674163,10,6302,31243.0,83578780
"(45.169423649733, 5.70932307286717)",2637.10905388231,21,6251,31243.0,82391320
"(45.1695054236012, 5.7089388410118)",2662.423531973317,10,6285,31243.0,83182214
"(45.1695258509724, 5.70884302064892)",2668.8189020436294,10,6294,31243.0,83382023
"(45.1698488897628, 5.70964527292011)",2602.982698790243,29,6198,31243.0,81325110
"(45.1694639997497, 5.70913146699239)",2649.6764806052824,18,6268,31243.0,82783961
"(45.1801468976367, 5.71848299998261)",2043.1577768701518,5,5547,31243.0,63834456
"(45.1801173818975, 5.71842232026517)",2045.2314341215558,2,5551,31243.0,63899243
"(45.1801409296789, 5.7184342697029)",2045.1445478286994,2,5551,31243.0,63896528
"(45.1711262671131, 5.70356115980398)",3060.7276851502625,8,6755,31243.0,95626343
"(45.1710532231938, 5.70355888330812)",3062.1913751132474,8,6758,31243.0,95672074
"(45.1710526882216, 5.70368613435441)",3050.886425889988,7,6745,31243.0,95318875
"(45.1711236351822, 5.70368819561952)",3049.4775312264696,7,6742,31243.0,95274856
"(45.184214326499, 5.73871380337417)",2176.526449991722,2,5181,31243.0,68001502
"(45.1841591240213, 5.73887955049301)",2183.1299495717262,10,5200,31243.0,68207818
"(45.1842476541576, 5.73875879077931)",2179.757072281089,5,5184,31243.0,68102436
"(45.1843675787671, 5.73869462004144)",2180.2539954726567,2,5171,31243.0,68117958
"(45.1842802653462, 5.73871523822641)",2178.594289223604,3,5178,31243.0,68066106
"(45.1843401451338, 5.73861343178412)",2175.435289184923,7,5165,31243.0,67967407
"(45.1987966982804, 5.74189376252849)",3232.94269970125,6,6083,31243.0,101006803
"(45.1986837023541, 5.74193502322679)",3225.667211512893,6,6077,31243.0,100779497
"(45.1987436614933, 5.74192135425938)",3229.949675142491,6,6081,31243.0,100913293
"(45.1988443721979, 5.74185279665348)",3234.8027044680553,6,6084,31243.0,101064914
"(45.189206508442, 5.7372834616744)",2327.116228647866,1,4974,31243.0,72706228
"(45.1889350062982, 5.73754632006297)",2322.357251141552,8,4975,31243.0,72557554
"(45.1893338185732, 5.73725008777622)",2332.9385572679817,8,4980,31243.0,72888131
"(45.1892943706905, 5.73749051608371)",2339.7402815673017,1,4997,31243.0,73100641
"(45.1893399348271, 5.73710370847759)",2327.961017891932,1,4969,31243.0,72732616
"(45.1892851512017, 5.73748746884612)",2339.113125620315,1,4996,31243.0,73081047
"(45.1892653856785, 5.73707482120661)",2322.766835834615,6,4961,31243.0,72570336
"(45.1891997096788, 5.73725449101291)",2325.6728372004804,1,4971,31243.0,72661132
"(45.1892493508478, 5.73738713040136)",2333.34265140619,1,4985,31243.0,72900760
"(45.1889391653396, 5.73762309776837)",2325.57036401422,8,4982,31243.0,72657942
"(45.1891881133432, 5.73713613147713)",2320.7062185814516,6,4960,31243.0,72505959
"(45.1892974402547, 5.73715754626668)",2327.532289043708,5,4970,31243.0,72719223
"(45.189336723445, 5.73712131843887)",2328.4145186176106,1,4970,31243.0,72746785
"(45.1890731127003, 5.73722568548792)",2317.682491986387,7,4959,31243.0,72411493
"(45.1893771073579, 5.73712367804772)",2330.759912078586,3,4973,31243.0,72820061
"(45.1890162230599, 5.73726959389133)",2316.21854443028,7,4958,31243.0,72365757
"(45.1893196088989, 5.73747134951892)",2340.4081412568894,3,4998,31243.0,73121506
"(45.1892530047632, 5.73737421558403)",2333.06195603416,1,4985,31243.0,72891990
"(45.1889608118845, 5.73731221326806)",2314.821844962591,7,4958,31243.0,72322122
"(45.1892127484555, 5.73725679739694)",2326.474083924877,1,4972,31243.0,72686165
"(45.1892200242623, 5.73721822407372)",2325.4577802710605,4,4969,31243.0,72654412
"(45.1892937204932, 5.73751328393456)",2340.5706993748977,1,4999,31243.0,73126586
"(45.1892200698512, 5.73728657085792)",2327.980337904675,1,4975,31243.0,72733225
"(45.1893715820055, 5.737158950425)",2331.7200779329155,3,4976,31243.0,72850060
"(45.1892876967188, 5.73749517005935)",2339.5465027044297,1,4997,31243.0,73094587
"(45.1892967260381, 5.73749687855099)",2340.1088765125305,1,4998,31243.0,73112157
"(45.1856116321461, 5.7045165351863)",3105.8355248142884,12,7189,31243.0,97035390
"(45.1857246261788, 5.70451629690878)",3109.7228615270456,12,7195,31243.0,97156840
"(45.1858754155921, 5.70452899037704)",3113.887303011025,13,7202,31243.0,97286947
"(45.1860197746844, 5.70453580669914)",3118.388040648686,13,7209,31243.0,97427561
"(45.1861549911052, 5.70454033348905)",3122.8277356444637,13,7217,31243.0,97566268
"(45.1834041525258, 5.70432172218977)",3055.2630775411726,16,7089,31243.0,95455396
"(45.1848988143427, 5.70460142996666)",3075.206368674803,12,7141,31243.0,96078457
